"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise","postal_code_new"
"6670","02/10/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",73,40.679066318,-73.915067287,"(40.679066318, -73.915067287)",6670,"63 Hull St, Brooklyn, NY 11233, USA","63","Hull Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11233,2616,NA,NA,"11233"
"6671","02/19/2015","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS",113,40.689120276,-73.790504137,"(40.689120276, -73.790504137)",6671,"113-1-113-99 158th St, Jamaica, NY 11433, USA","113-1-113-99","158th Street","Jamaica","Queens","Queens County","New York","United States",11433,3823,NA,NA,"11433"
"6672","06/19/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS",103,40.715529573,-73.755257119,"(40.715529573, -73.755257119)",6672,"93-29 Francis Lewis Blvd, Jamaica, NY 11428, USA","93-29","Francis Lewis Boulevard","Jamaica","Queens","Queens County","New York","United States",11428,NA,NA,NA,"11428"
"6673","09/10/2015","GRAND LARCENY","FELONY","MANHATTAN",1,40.721726629,-74.001054875,"(40.721726629, -74.001054875)",6673,"49-51 Mercer St, New York, NY 10013, USA","49-51","Mercer Street","Lower Manhattan","Manhattan","New York County","New York","United States",10013,NA,"New York",NA,"10013"
"6674","08/05/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.866671885,-73.86348405,"(40.866671885, -73.86348405)",6674,"2731-2735 Barnes Ave, Bronx, NY 10467, USA","2731-2735","Barnes Avenue","East Bronx","Bronx","Bronx County","New York","United States",10467,NA,NA,NA,"10467"
"6675","05/02/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS",114,40.764648341,-73.932249839,"(40.764648341, -73.932249839)",6675,"22 33rd Ave, Astoria, NY 11106, USA","22","33rd Avenue","Astoria","Queens","Queens County","New York","United States",11106,NA,NA,NA,"11106"
"6676","09/09/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",81,40.683673311,-73.933695011,"(40.683673311, -73.933695011)",6676,"475 Halsey St, Brooklyn, NY 11233, USA","475","Halsey Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11233,1095,NA,NA,"11233"
"6677","12/30/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.902771023,-73.850947753,"(40.902771023, -73.850947753)",6677,"4632 White Plains Rd, Bronx, NY 10470, USA","4632","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States",10470,1610,NA,NA,"10470"
"6678","09/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",70,40.63059985,-73.973705316,"(40.63059985, -73.973705316)",6678,"154-156 Lawrence Ave, Brooklyn, NY 11230, USA","154-156","Lawrence Avenue","Kensington","Brooklyn","Kings County","New York","United States",11230,NA,NA,NA,"11230"
"6679","06/15/2015","HARRASSMENT 2","VIOLATION","BRONX",49,40.871351356,-73.847926714,"(40.871351356, -73.847926714)",6679,"1309 E Gun Hill Rd, Bronx, NY 10469, USA","1309","East Gun Hill Road","East Bronx","Bronx","Bronx County","New York","United States",10469,NA,NA,NA,"10469"
"6680","03/26/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","MANHATTAN",9,40.72128533,-73.977789425,"(40.72128533, -73.977789425)",6680,"34-36 Avenue D, New York, NY 10009, USA","34-36","Avenue D","Lower Manhattan","Manhattan","New York County","New York","United States",10009,7011,"New York",NA,"10009"
"6681","06/02/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",62,40.60079988,-73.998640227,"(40.60079988, -73.998640227)",6681,"8728 21st Ave, Brooklyn, NY 11214, USA","8728","21st Avenue","Bath Beach","Brooklyn","Kings County","New York","United States",11214,4910,NA,NA,"11214"
"6682","04/23/2015","DANGEROUS DRUGS","FELONY","QUEENS",104,40.714645141,-73.909344146,"(40.714645141, -73.909344146)",6682,"55-5-55-99 Arnold Ave, Maspeth, NY 11378, USA","55-5-55-99","Arnold Avenue","Maspeth","Queens","Queens County","New York","United States",11378,3319,NA,NA,"11378"
"6683","09/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.853320229,-73.906024752,"(40.853320229, -73.906024752)",6683,"82-88 E Burnside Ave, Bronx, NY 10453, USA","82-88","East Burnside Avenue","West Bronx","Bronx","Bronx County","New York","United States",10453,4139,NA,NA,"10453"
"6684","07/23/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",61,40.594745716,-73.951754748,"(40.594745716, -73.951754748)",6684,"2299 E 19th St, Brooklyn, NY 11229, USA","2299","East 19th Street","Sheepshead Bay","Brooklyn","Kings County","New York","United States",11229,4601,NA,NA,"11229"
"6685","10/02/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",63,40.618030551,-73.922882097,"(40.618030551, -73.922882097)",6685,"1619-1621 E 54th St, Brooklyn, NY 11234, USA","1619-1621","East 54th Street","Flatlands","Brooklyn","Kings County","New York","United States",11234,3919,NA,NA,"11234"
"6686","07/09/2015","HARRASSMENT 2","VIOLATION","BRONX",50,40.875137942,-73.906145787,"(40.875137942, -73.906145787)",6686,"2914-2960 Exterior St, Bronx, NY 10463, USA","2914-2960","Exterior Street","West Bronx","Bronx","Bronx County","New York","United States",10463,NA,NA,NA,"10463"
"6687","08/09/2015","DANGEROUS DRUGS","FELONY","BRONX",47,40.887313634,-73.847271758,"(40.887313634, -73.847271758)",6687,"4111 Laconia Ave, Bronx, NY 10466, USA","4111","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States",10466,4901,NA,NA,"10466"
"6688","08/27/2015","BURGLARY","FELONY","BRONX",47,40.87723086,-73.865932146,"(40.87723086, -73.865932146)",6688,"701-711 E Gun Hill Rd, Bronx, NY 10467, USA","701-711","East Gun Hill Road","East Bronx","Bronx","Bronx County","New York","United States",10467,NA,NA,NA,"10467"
"6689","09/03/2015","GRAND LARCENY","FELONY","QUEENS",105,40.658392962,-73.749584656,"(40.658392962, -73.749584656)",6689,"146-20-146-24 231st St, Springfield Gardens, NY 11413, USA","146-20-146-24","231st Street","Springfield Gardens","Queens","Queens County","New York","United States",11413,4426,NA,NA,"11413"
"6690","02/25/2015","FELONY ASSAULT","FELONY","BROOKLYN",71,40.656162127,-73.938126544,"(40.656162127, -73.938126544)",6690,"681 Clarkson Ave, Brooklyn, NY 11203, USA","681","Clarkson Avenue","East Flatbush","Brooklyn","Kings County","New York","United States",11203,2125,NA,NA,"11203"
"6691","08/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.835935407,-73.902908895,"(40.835935407, -73.902908895)",6691,"3742 Third Ave, Bronx, NY 10456, USA","3742","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States",10456,NA,NA,NA,"10456"
"6692","05/04/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",67,40.655498992,-73.917951697,"(40.655498992, -73.917951697)",6692,"475 E 94th St, Brooklyn, NY 11212, USA","475","East 94th Street","East Flatbush","Brooklyn","Kings County","New York","United States",11212,1600,NA,NA,"11212"
"6693","08/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",60,40.576281819,-73.981383414,"(40.576281819, -73.981383414)",6693,"2918-2932 Stillwell Ave, Brooklyn, NY 11224, USA","2918-2932","Stillwell Avenue","Coney Island","Brooklyn","Kings County","New York","United States",11224,2610,NA,NA,"11224"
"6694","09/11/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN",61,40.597120566,-73.941249217,"(40.597120566, -73.941249217)",6694,"3575 Nostrand Ave, Brooklyn, NY 11229, USA","3575","Nostrand Avenue","Sheepshead Bay","Brooklyn","Kings County","New York","United States",11229,NA,NA,NA,"11229"
"6695","07/17/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",67,40.650886108,-73.94812477,"(40.650886108, -73.94812477)",6695,"3115 Church Ave, Brooklyn, NY 11226, USA","3115","Church Avenue","East Flatbush","Brooklyn","Kings County","New York","United States",11226,4211,NA,NA,"11226"
"6696","09/23/2015","HARRASSMENT 2","VIOLATION","STATEN ISLAND",120,40.615491223,-74.08165623,"(40.615491223, -74.08165623)",6696,"162-180 Park Hill Ave, Staten Island, NY 10304, USA","162-180","Park Hill Avenue","Park Hill","Staten Island","Richmond County","New York","United States",10304,NA,NA,NA,"10304"
"6697","10/19/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",14,40.757379872,-73.984126607,"(40.757379872, -73.984126607)",6697,"125 W 45th St, New York, NY 10036, USA","125","West 45th Street","Midtown","Manhattan","New York County","New York","United States",10036,4004,"New York",NA,"10036"
"6698","06/16/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",68,40.633162939,-74.028571969,"(40.633162939, -74.028571969)",6698,"235 73rd St, Brooklyn, NY 11209, USA","235","73rd Street","Bay Ridge","Brooklyn","Kings County","New York","United States",11209,2109,NA,NA,"11209"
"6699","09/28/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",68,40.625049963,-74.025945947,"(40.625049963, -74.025945947)",6699,"445 82nd St, Brooklyn, NY 11209, USA","445","82nd Street","Bay Ridge","Brooklyn","Kings County","New York","United States",11209,4110,NA,NA,"11209"
"6700","11/28/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",18,40.761233653,-73.970888668,"(40.761233653, -73.970888668)",6700,"445 Park Ave, New York, NY 10022, USA","445","Park Avenue","Midtown","Manhattan","New York County","New York","United States",10022,NA,"New York",NA,"10022"
"6701","10/07/2015","CRIMINAL TRESPASS","MISDEMEANOR","QUEENS",114,40.769168701,-73.919125774,"(40.769168701, -73.919125774)",6701,"25-55-25-57 31st St, Astoria, NY 11102, USA","25-55-25-57","31st Street","Astoria","Queens","Queens County","New York","United States",11102,NA,NA,NA,"11102"
"6702","12/07/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",9,40.725980641,-73.990801407,"(40.725980641, -73.990801407)",6702,"13-19 E 3rd St, New York, NY 10003, USA","13-19","East 3rd Street","East Village","Manhattan","New York County","New York","United States",10003,NA,"New York",NA,"10003"
"6703","11/04/2015","HARRASSMENT 2","VIOLATION","QUEENS",112,40.736471682,-73.851417187,"(40.736471682, -73.851417187)",6703,"62-10-62-12 108th St, Forest Hills, NY 11375, USA","62-10-62-12","108th Street","Forest Hills","Queens","Queens County","New York","United States",11375,NA,NA,NA,"11375"
"6704","04/04/2015","FELONY ASSAULT","FELONY","QUEENS",104,40.701154656,-73.909391342,"(40.701154656, -73.909391342)",6704,"1669-1671 Palmetto St, Ridgewood, NY 11385, USA","1669-1671","Palmetto Street","Ridgewood","Queens","Queens County","New York","United States",11385,NA,NA,NA,"11385"
"6705","09/15/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",44,40.826620524,-73.921867109,"(40.826620524, -73.921867109)",6705,"163-181 E 161st St, Bronx, NY 10451, USA","163-181","East 161st Street","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States",10451,3507,NA,NA,"10451"
"6706","10/14/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.831923489,-73.8541961,"(40.831923489, -73.8541961)",6706,"1201-1229 Olmstead Ave, Bronx, NY 10462, USA","1201-1229","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States",10462,NA,NA,NA,"10462"
"6707","06/15/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",108,40.736598694,-73.921907716,"(40.736598694, -73.921907716)",6707,"50-36-50-40 Locust St, Woodside, NY 11377, USA","50-36-50-40","Locust Street","Woodside","Queens","Queens County","New York","United States",11377,7320,NA,NA,"11377"
"6708","10/27/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)",6708,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States",10475,4618,NA,NA,"10475"
"6709","02/28/2015","FELONY ASSAULT","FELONY","BROOKLYN",75,40.678429195,-73.878056205,"(40.678429195, -73.878056205)",6709,"52 Milford St, Brooklyn, NY 11208, USA","52","Milford Street","East New York","Brooklyn","Kings County","New York","United States",11208,2412,NA,NA,"11208"
"6710","07/13/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","STATEN ISLAND",120,40.64036558,-74.097879593,"(40.64036558, -74.097879593)",6710,"169 Clinton Ave, Staten Island, NY 10301, USA","169","Clinton Avenue","Randall Manor","Staten Island","Richmond County","New York","United States",10301,1131,NA,NA,"10301"
"6711","05/03/2015","FELONY ASSAULT","FELONY","MANHATTAN",10,40.760757,-74.000210814,"(40.760757, -74.000210814)",6711,"631-647 W 41st St, New York, NY 10036, USA","631-647","West 41st Street","Midtown","Manhattan","New York County","New York","United States",10036,NA,"New York",NA,"10036"
"6712","07/22/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",20,40.780709779,-73.981524864,"(40.780709779, -73.981524864)",6712,"2121 Broadway, New York, NY 10023, USA","2121","Broadway","Upper West Side","Manhattan","New York County","New York","United States",10023,NA,"New York",NA,"10023"
"6713","03/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",23,40.789378549,-73.948377997,"(40.789378549, -73.948377997)",6713,"1599 Lexington Ave, New York, NY 10029, USA","1599","Lexington Avenue","East Harlem","Manhattan","New York County","New York","United States",10029,6122,"New York",NA,"10029"
"6714","12/13/2015","GRAND LARCENY","FELONY","BROOKLYN",70,40.644151663,-73.957920538,"(40.644151663, -73.957920538)",6714,"1084 Flatbush Ave, Brooklyn, NY 11226, USA","1084","Flatbush Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States",11226,NA,NA,NA,"11226"
"6715","05/27/2015","FELONY ASSAULT","FELONY","BRONX",52,40.858850211,-73.90529754,"(40.858850211, -73.90529754)",6715,"37 W 183rd St, Bronx, NY 10468, USA","37","West 183rd Street","West Bronx","Bronx","Bronx County","New York","United States",10468,NA,NA,NA,"10468"
"6716","10/16/2015","HARRASSMENT 2","VIOLATION","QUEENS",113,40.683079365,-73.787699971,"(40.683079365, -73.787699971)",6716,"155-33-155-35 116th Dr, Jamaica, NY 11434, USA","155-33-155-35","116th Drive","Jamaica","Queens","Queens County","New York","United States",11434,1513,NA,NA,"11434"
"6717","04/29/2015","GRAND LARCENY","FELONY","BROOKLYN",73,40.656281404,-73.907307853,"(40.656281404, -73.907307853)",6717,"951-957 Rockaway Ave, Brooklyn, NY 11212, USA","951-957","Rockaway Avenue","Brownsville","Brooklyn","Kings County","New York","United States",11212,NA,NA,NA,"11212"
"6718","07/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.817941833,-73.847785022,"(40.817941833, -73.847785022)",6718,"515-575 Castle Hill Ave, Bronx, NY 10473, USA","515-575","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States",10473,NA,NA,NA,"10473"
"6719","06/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.816980584,-73.921152255,"(40.816980584, -73.921152255)",6719,"305-315 E 149th St, Bronx, NY 10451, USA","305-315","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States",10451,NA,NA,NA,"10451"
"6720","09/13/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",121,40.575803739,-74.169812399,"(40.575803739, -74.169812399)",6720,"2885 Richmond Ave, Staten Island, NY 10314, USA","2885","Richmond Avenue","Heartland Village","Staten Island","Richmond County","New York","United States",10314,NA,NA,NA,"10314"
"6721","03/06/2015","POSSESSION OF STOLEN PROPERTY","FELONY","QUEENS",106,40.679355014,-73.859526667,"(40.679355014, -73.859526667)",6721,"78-09 Liberty Ave, Jamaica, NY 11417, USA","78-09","Liberty Avenue","Jamaica","Queens","Queens County","New York","United States",11417,NA,NA,NA,"11417"
"6722","05/22/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",10,40.742872158,-74.0039711,"(40.742872158, -74.0039711)",6722,"363 W 17th St, New York, NY 10011, USA","363","West 17th Street","Midtown","Manhattan","New York County","New York","United States",10011,NA,"New York",NA,"10011"
"6723","04/17/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.849048564,-73.889519586,"(40.849048564, -73.889519586)",6723,"2111 Belmont Ave, Bronx, NY 10457, USA","2111","Belmont Avenue","West Bronx","Bronx","Bronx County","New York","United States",10457,NA,NA,NA,"10457"
"6724","10/16/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.867300246,-73.870475195,"(40.867300246, -73.870475195)",6724,"2800 Bronx Park E, Bronx, NY 10467, USA","2800","Bronx Park East",NA,"Bronx","Bronx County","New York","United States",10467,NA,NA,NA,"10467"
"6725","08/19/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.838571955,-73.915427441,"(40.838571955, -73.915427441)",6725,"114-124 Elliot Pl, Bronx, NY 10452, USA","114-124","Elliot Place","West Bronx","Bronx","Bronx County","New York","United States",10452,NA,NA,NA,"10452"
"6726","09/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",67,40.646835893,-73.950592767,"(40.646835893, -73.950592767)",6726,"2813 Tilden Ave, Brooklyn, NY 11226, USA","2813","Tilden Avenue","East Flatbush","Brooklyn","Kings County","New York","United States",11226,5021,NA,NA,"11226"
"6727","08/01/2015","GRAND LARCENY","FELONY","MANHATTAN",1,40.711543094,-74.010465578,"(40.711543094, -74.010465578)",6727,"199 Fulton St, New York, NY 10007, USA","199","Fulton Street","Lower Manhattan","Manhattan","New York County","New York","United States",10007,NA,"New York",NA,"10007"
"6728","12/23/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",32,40.816004512,-73.941319728,"(40.816004512, -73.941319728)",6728,"128 W 137th St, New York, NY 10030, USA","128","West 137th Street","Upper Manhattan","Manhattan","New York County","New York","United States",10030,NA,"New York",NA,"10030"
"6729","05/18/2015","HARRASSMENT 2","VIOLATION","BRONX",50,40.877224636,-73.907043242,"(40.877224636, -73.907043242)",6729,"215 W 230th St, Bronx, NY 10463, USA","215","West 230th Street","West Bronx","Bronx","Bronx County","New York","United States",10463,NA,NA,NA,"10463"
"6730","05/26/2015","MURDER & NON-NEGL. MANSLAUGHTER","FELONY","QUEENS",106,40.677605279,-73.82821878,"(40.677605279, -73.82821878)",6730,"110-11-110-15 Rockaway Blvd, South Ozone Park, NY 11420, USA","110-11-110-15","Rockaway Boulevard","South Ozone Park","Queens","Queens County","New York","United States",11420,NA,NA,NA,"11420"
"6731","11/10/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.846064155,-73.841630447,"(40.846064155, -73.841630447)",6731,"1200-1508 Herb Rosenblatt Pl, Bronx, NY 10461, USA","1200-1508","Herb Rosenblatt Place","East Bronx","Bronx","Bronx County","New York","United States",10461,NA,NA,NA,"10461"
"6732","05/27/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.870265001,-73.898357239,"(40.870265001, -73.898357239)",6732,"2765 Reservoir Ave, Bronx, NY 10468, USA","2765","Reservoir Avenue","West Bronx","Bronx","Bronx County","New York","United States",10468,2701,NA,NA,"10468"
